original_text,encrypted_text
Dobrý deň prajem Bez práce nie sú koláče Príliš žlťučký kôň úpäl ďábelské ódy,Vgtjs vwp hjsbwe Twr hjquw faw kp cgdqiw Hjcdao rdsmics cjp phtd kqtwdkcy ivq
V našej záhrade rastú krásne kvety Dobrý deň prajem,Y qdzhm cbkudgh udvwa nubvqh nyhwb Greud gha sudmhp
Život je krásny,Ptgze up vcjdyj
Bez práce nie sú koláče Príliš žlťučký kôň úpäl ďábelské ódy Kde bolo tam bolo,Loj zbimo xso ch uyviao Zbuvsg jvkeauk ubh hzlv cilovcuq ani Uno lyvy dkw lyvy
Všetko najlepšie k narodeninám Kde bolo tam bolo,Uvdsjn mzikdovhd j mzqncdmhmxl Jcd ankn szl ankn
Bez práce nie sú koláče,Svq giptv ezv jo bfcphv
Láska hory prenáša Život je krásny Ráno múdrejšie večera,Xkewm tadk bdqzkim Quhaf vq wdkezk Dkza yjpdqviuq hqcqdm
Láska hory prenáša,Vicuk rybi zboxigk
Láska hory prenáša Slovensko je krásna krajina V našej záhrade rastú krásne kvety,Mztlb ipsz qsfozxb Tmpwfotlp kf lsztob lsbkjob W obxfk azisbef sbtuy lsztof lwfuz
Kde bolo tam bolo Dobrý deň prajem,Cvw tgdg lse tgdg Vgtjs vwp hjsbwe
Všetko najlepšie k narodeninám Dobrý deň prajem,Ijrgxb anwyrcjvr x anebqravalz Qboen qrk cenwrz
Kde bolo tam bolo,Buv sfcf krd sfcf
V našej záhrade rastú krásne kvety Ráno múdrejšie večera,L dqmuz poxhqtu hqijn ahoidu alujo Hode cnthuzmyu luguhq
Láska hory prenáša Život je krásny Kde bolo tam bolo,Tgasi pwzg xzmvgei Mqdwb rm szgavg Slm jwtw biu jwtw
Príliš žlťučký kôň úpäl ďábelské ódy Dobrý deň prajem,Lnghes vhwqmgw gnt tlxh ouxahogc mzu Zkxnw zat lnwfai
Všetko najlepšie k narodeninám Bez práce nie sú koláče,Cdlarv uhqslwdpl r uhyvklupuft Ilg wyfjl upl ze rvsfxl
Dobrý deň prajem,Epcsb efy qsbkfn
V našej záhrade rastú krásne kvety,I anjrw mluenqr enfgk xelfar xirgl
Život je krásny Príliš žlťučký kôň úpäl ďábelské ódy Bez práce nie sú koláče,Uylej zu ahoido Fhabym pbqkgaq ahn nfrb iorubiaw gto Rup fhosu dyu in aebogu
Kde bolo tam bolo Dobrý deň prajem,Vop mzwz elx mzwz Ozmcl opi aclupx
Slovensko je krásna krajina,Rknudmrjn id jqxrmz jqzihmz
Ráno múdrejšie večera Dobrý deň prajem Príliš žlťučký kôň úpäl ďábelské ódy,Mtij hsymzerdz qzlzmv Yjwmv yzs kmvezh Kmfgdr ugvplfv fms skwg ntwzgnfb lyt
Láska hory prenáša Slovensko je krásna krajina Kde bolo tam bolo,Jwqiy fmpw npclwuy Qjmtclqim hc ipwqly ipyhgly Ibc zmjm ryk zmjm
Slovensko je krásna krajina,Exahqzewa vq wdkezm wdmvuzm
Láska hory prenáša,Mztlb ipsz qsfozxb
Slovensko je krásna krajina,Ngjqzinfj ez fmtniv fmvediv
V našej záhrade rastú krásne kvety,E wjfns ihqajmn ajbcg tahbwn tench
Život je krásny,Kobuz pk qxeyte
Život je krásny Ráno múdrejšie večera,Nrexc sn tahbwh Ahwx vgmansfrn enznaj
Láska hory prenáša Kde bolo tam bolo Ráno múdrejšie večera,Vicuk rybi zboxigk Uno lyvy dkw lyvy Bixy whnbotgso foaobk
V našej záhrade rastú krásne kvety Život je krásny,E wjfns ihqajmn ajbcg tahbwn tench Nrexc sn tahbwh
Život je krásny Slovensko je krásna krajina Dobrý deň prajem,Bfslq gb hovpkv Pilsbkphl gb hovpkx hoxgfkx Alyox abu moxgbj
V našej záhrade rastú krásne kvety Láska hory prenáša Dobrý deň prajem,X pcygl bajtcfg tcuvz mtaupg mxgva Naumc jqta rtgpayc Fqdtc fgz rtclgo
Bez práce nie sú koláče,Zcx npwac lgc qv imjwoc
Dobrý deň prajem Bez práce nie sú koláče Všetko najlepšie k narodeninám,Hsfve hib tveniq Fid tvcgi rmi wb ospcui Zaixos renpitami o revshirmrcq
Dobrý deň prajem,Hsfve hib tveniq
V našej záhrade rastú krásne kvety Láska hory prenáša,J boksx nmvfors foghl yfmgbs yjshm Zmgyo vcfm dfsbmko
Všetko najlepšie k narodeninám Život je krásny,Efnctx wjsunyfrn t wjaxmnwrwhv Nrexc sn tahbwh
V našej záhrade rastú krásne kvety Bez práce nie sú koláče,X pcygl bajtcfg tcuvz mtaupg mxgva Dgb rtaeg pkg uz mqnasg
Život je krásny Slovensko je krásna krajina Príliš žlťučký kôň úpäl ďábelské ódy,Xbohm cx dkrlgr Lehoxgldh cx dkrlgt dktcbgt Ikdebp setnjdt dkq qiue lruxeldz jwr
Život je krásny V našej záhrade rastú krásne kvety Príliš žlťučký kôň úpäl ďábelské ódy,Txkdi yt zgnhcn K cplty onwgpst gphim zgnhct zktin Egzaxl oapjfzp zgm meqa hnqtahzv fsn
Láska hory prenáša Život je krásny,Pcwoe lsvc tvircae Imzsx ni ovcwrc
Život je krásny Slovensko je krásna krajina Láska hory prenáša,Rvibg wr xelfal Fybirafxb wr xelfan xenwvan Ylfxn ubel ceraljn
Život je krásny,Lpcva ql ryfzuf
Bez práce nie sú koláče Príliš žlťučký kôň úpäl ďábelské ódy Láska hory prenáša,Twr hjquw faw kp cgdqiw Hjcdao rdsmics cjp phtd kqtwdkcy ivq Dqkcs zgjq hjwfqos
V našej záhrade rastú krásne kvety,E wjfns ihqajmn ajbcg tahbwn tench
Bez práce nie sú koláče Dobrý deň prajem Kde bolo tam bolo,Vyt jlswy hcy mr eifsky Xivlu xyr jludyg Exy vifi nug vifi
V našej záhrade rastú krásne kvety Príliš žlťučký kôň úpäl ďábelské ódy Bez práce nie sú koláče,B tgckp fenxgjk xgyzd qxeytk qbkze Vxqroc frgawqg qxd dvhr yehkryqm wje Hkf vxeik tok yd qurewk
V našej záhrade rastú krásne kvety Bez práce nie sú koláče,D viemr hgpzilm ziabf szgavm sdmbg Jmh xzgkm vqm af swtgym
Dobrý deň prajem Kde bolo tam bolo Príliš žlťučký kôň úpäl ďábelské ódy,Whukt wxq iktcxf Dwx uheh mtf uheh Ikdebp setnjdt dkq qiue lruxeldz jwr
Život je krásny Dobrý deň prajem Kde bolo tam bolo,Hlyrw mh nubvqb Greud gha sudmhp Ngh eror wdp eror
Bez práce nie sú koláče,Svq giptv ezv jo bfcphv
Všetko najlepšie k narodeninám Slovensko je krásna krajina,Stbqhl kxgibmtfb h kxolabkfkvj Pilsbkphl gb hovpkx hoxgfkx
Dobrý deň prajem,Qboen qrk cenwrz
Život je krásny Láska hory prenáša,Aerkp fa gnuoju Huogw dknu lnajusw
Slovensko je krásna krajina Bez práce nie sú koláče,Lehoxgldh cx dkrlgt dktcbgt Uxs ikrvx gbx lq dherjx
Láska hory prenáša V našej záhrade rastú krásne kvety Dobrý deň prajem,Huogw dknu lnajusw R jwsaf vudnwza nwopt gnuoja grapu Zkxnw zat lnwfai
Život je krásny Láska hory prenáša V našej záhrade rastú krásne kvety,Swjch xs yfmgbm Zmgyo vcfm dfsbmko J boksx nmvfors foghl yfmgbs yjshm
V našej záhrade rastú krásne kvety,N fsowb rqzjsvw jsklp cjqkfw cnwlq
Všetko najlepšie k narodeninám V našej záhrade rastú krásne kvety Slovensko je krásna krajina,Dembsw virtmxeqm s vizwlmvqvgu D viemr hgpzilm ziabf szgavm sdmbg Atwdmvasw rm szgavi szirqvi
V našej záhrade rastú krásne kvety Kde bolo tam bolo,Y qdzhm cbkudgh udvwa nubvqh nyhwb Ngh eror wdp eror
Kde bolo tam bolo Ráno múdrejšie večera,Ohi fsps xeq fsps Vcrs qbhvinami ziuive
Bez práce nie sú koláče V našej záhrade rastú krásne kvety,Mpk acjnp ytp di vzwjbp G ylhpu kjsclop cldei vcjdyp vgpej
Slovensko je krásna krajina Láska hory prenáša,Cvyfoxcuy to ubicxk ubktsxk Vicuk rybi zboxigk
Dobrý deň prajem Slovensko je krásna krajina Život je krásny,Fqdtc fgz rtclgo Unqxgpumq lg mtaupc mtclkpc Gkxqv lg mtaupa
Láska hory prenáša Slovensko je krásna krajina,Uhbtj qxah yanwhfj Buxenwbtx sn tahbwj tajsrwj
V našej záhrade rastú krásne kvety Príliš žlťučký kôň úpäl ďábelské ódy,H zmiqv lktdmpq dmefj wdkezq whqfk Bdwxui lxmgcwm wdj jbnx eknqxews cpk
Ráno múdrejšie večera V našej záhrade rastú krásne kvety,Nujk itznafsea ramanw R jwsaf vudnwza nwopt gnuoja grapu
Dobrý deň prajem Slovensko je krásna krajina Ráno múdrejšie večera,Itgwf ijc uwfojr Xqtajsxpt oj pwdxsf pwfonsf Wdst rciwjobnj ajvjwf
Láska hory prenáša Život je krásny Všetko najlepšie k narodeninám,Xkewm tadk bdqzkim Quhaf vq wdkezk Hiqfwa zmvxqbiuq w zmdapqzuzky
Ráno múdrejšie večera Bez práce nie sú koláče,Gncd bmsgtylxt ktftgp Qto egnrt cxt hm zdanft
Ráno múdrejšie večera Láska hory prenáša,Dkza yjpdqviuq hqcqdm Xkewm tadk bdqzkim
Slovensko je krásna krajina Láska hory prenáša,Zsvcluzrv ql ryfzuh ryhqpuh Sfzrh ovyf wylufdh
Život je krásny Príliš žlťučký kôň úpäl ďábelské ódy,Mqdwb rm szgavg Xzstqe hticysi szf fxjt agjmtaso ylg
Dobrý deň prajem,Ozmcl opi aclupx
Bez práce nie sú koláče Ráno múdrejšie večera Príliš žlťučký kôň úpäl ďábelské ódy,Fid tvcgi rmi wb ospcui Vcrs qbhvinami ziuive Tvopma dpeyuoe ovb btfp wcfipwok uhc
Ráno múdrejšie večera,Elab zkqerwjvr irdren
V našej záhrade rastú krásne kvety Kde bolo tam bolo Život je krásny,D viemr hgpzilm ziabf szgavm sdmbg Slm jwtw biu jwtw Mqdwb rm szgavg
Všetko najlepšie k narodeninám Kde bolo tam bolo,Ghpevz yluwpahtp v ylczopytyjx Vop mzwz elx mzwz
Dobrý deň prajem Kde bolo tam bolo Príliš žlťučký kôň úpäl ďábelské ódy,Alyox abu moxgbj Hab ylil qxj ylil Mohift wixrnhx hou umyi pvybiphd nav
Všetko najlepšie k narodeninám Ráno múdrejšie večera V našej záhrade rastú krásne kvety,Stbqhl kxgibmtfb h kxolabkfkvj Ovkl juaobgtfb sbnbox S kxtbg wveoxab oxpqu hovpkb hsbqv
Ráno múdrejšie večera Kde bolo tam bolo,Pwlm kvbpchugc tcocpy Ibc zmjm ryk zmjm
Ráno múdrejšie večera Bez práce nie sú koláče Dobrý deň prajem,Zgvw uflzmreqm dmymzi Jmh xzgkm vqm af swtgym Lwjzi lmf xzirmu
Život je krásny V našej záhrade rastú krásne kvety,Quhaf vq wdkezk H zmiqv lktdmpq dmefj wdkezq whqfk
Príliš žlťučký kôň úpäl ďábelské ódy Život je krásny Dobrý deň prajem,Qslmjx ambvrlb lsy yqcm tzcfmtlh rez Fjwpu kf lsztoz Epcsb efy qsbkfn
Kde bolo tam bolo,Jcd ankn szl ankn
Ráno múdrejšie večera Život je krásny,Mtij hsymzerdz qzlzmv Zdqjo ez fmtnit
Slovensko je krásna krajina Láska hory prenáša Ráno múdrejšie večera,Qjmtclqim hc ipwqly ipyhgly Jwqiy fmpw npclwuy Pwlm kvbpchugc tcocpy
Všetko najlepšie k narodeninám Bez práce nie sú koláče V našej záhrade rastú krásne kvety,Uvdsjn mzikdovhd j mzqncdmhmxl Ady oqxbd mhd rw jnkxpd U mzvdi yxgqzcd qzrsw jqxrmd judsx
Všetko najlepšie k narodeninám Kde bolo tam bolo Bez práce nie sú koláče,Jkshyc boxzsdkws y bofcrsbwbma Yrs pczc hoa pczc Psn dfmqs bws gl yczmes
Kde bolo tam bolo Slovensko je krásna krajina,Atu rebe jqc rebe Ibeludiae zu ahoidq ahqzydq
Láska hory prenáša Dobrý deň prajem,Naumc jqta rtgpayc Fqdtc fgz rtclgo
Ráno múdrejšie večera,Cjyz xiocpuhtp gpbpcl
Všetko najlepšie k narodeninám Život je krásny,Stbqhl kxgibmtfb h kxolabkfkvj Bfslq gb hovpkv
Kde bolo tam bolo,Vop mzwz elx mzwz
V našej záhrade rastú krásne kvety Všetko najlepšie k narodeninám,K cplty onwgpst gphim zgnhct zktin Kltizd cpyatelxt z cpgdstcxcnb
Láska hory prenáša Príliš žlťučký kôň úpäl ďábelské ódy,Uhbtj qxah yanwhfj Yaturf iujdztj tag gyku bhknubtp zmh
Všetko najlepšie k narodeninám,Jkshyc boxzsdkws y bofcrsbwbma
Kde bolo tam bolo,Fyz wjgj ovh wjgj
Kde bolo tam bolo Príliš žlťučký kôň úpäl ďábelské ódy,Zst qdad ipb qdad Egzaxl oapjfzp zgm meqa hnqtahzv fsn
Láska hory prenáša Kde bolo tam bolo,Mztlb ipsz qsfozxb Lef cpmp ubn cpmp
Príliš žlťučký kôň úpäl ďábelské ódy Bez práce nie sú koláče,Uwpqnb eqfzvpf pwc cugq xdgjqxpl vid Gje uwdhj snj xc ptqdvj
Ráno múdrejšie večera,Cjyz xiocpuhtp gpbpcl
Všetko najlepšie k narodeninám,Cdlarv uhqslwdpl r uhyvklupuft
Ráno múdrejšie večera Príliš žlťučký kôň úpäl ďábelské ódy Všetko najlepšie k narodeninám,Fmbc alrfsxkws jsesfo Dfyzwk nzoieyo yfl ldpz gmpszgyu erm Jkshyc boxzsdkws y bofcrsbwbma
V našej záhrade rastú krásne kvety Všetko najlepšie k narodeninám,D viemr hgpzilm ziabf szgavm sdmbg Dembsw virtmxeqm s vizwlmvqvgu
Ráno múdrejšie večera Kde bolo tam bolo,Vcrs qbhvinami ziuive Ohi fsps xeq fsps
Bez práce nie sú koláče Dobrý deň prajem,Fid tvcgi rmi wb ospcui Hsfve hib tveniq
Príliš žlťučký kôň úpäl ďábelské ódy Láska hory prenáša Kde bolo tam bolo,Wyrspd gshbxrh rye ewis zfilszrn xkf Sfzrh ovyf wylufdh Rkl ivsv aht ivsv
Ráno múdrejšie večera,Ubqr paguhmzlh yhthud
Príliš žlťučký kôň úpäl ďábelské ódy Ráno múdrejšie večera Bez práce nie sú koláče,Hjcdao rdsmics cjp phtd kqtwdkcy ivq Jqfg epvjwboaw nwiwjs Twr hjquw faw kp cgdqiw
V našej záhrade rastú krásne kvety Všetko najlepšie k narodeninám,I anjrw mluenqr enfgk xelfar xirgl Ijrgxb anwyrcjvr x anebqravalz
Slovensko je krásna krajina Všetko najlepšie k narodeninám,Kdgnwfkcg bw cjqkfs cjsbafs Nowlcg fsbdwhoaw c fsjgvwfafqe
V našej záhrade rastú krásne kvety Dobrý deň prajem Príliš žlťučký kôň úpäl ďábelské ódy,P huqyd tsbluxy lumnr elsmhy epyns Xivlu xyr jludyg Jlefcq tfuokeu elr rjvf msvyfmea kxs
Ráno múdrejšie večera Príliš žlťučký kôň úpäl ďábelské ódy Kde bolo tam bolo,Elab zkqerwjvr irdren Cexyvj mynhdxn xek kcoy floryfxt dql Xqr obyb gnz obyb
Život je krásny,Kobuz pk qxeyte
Bez práce nie sú koláče Všetko najlepšie k narodeninám Život je krásny,Qto egnrt cxt hm zdanft Kltizd cpyatelxt z cpgdstcxcnb Txkdi yt zgnhcn
Slovensko je krásna krajina Dobrý deň prajem,Gzcjsbgyc xs yfmgbo yfoxwbo Rcpfo rsl dfoxsa
Bez práce nie sú koláče,Ady oqxbd mhd rw jnkxpd
Bez práce nie sú koláče,Zcx npwac lgc qv imjwoc
Kde bolo tam bolo V našej záhrade rastú krásne kvety,Buv sfcf krd sfcf M ernva qpyiruv irjko bipjev bmvkp
Láska hory prenáša,Ivphx elov mobkvtx
Život je krásny Všetko najlepšie k narodeninám Bez práce nie sú koláče,Jnaty oj pwdxsd Abjypt sfoqjubnj p sfwtijsnsdr Gje uwdhj snj xc ptqdvj
Dobrý deň prajem Bez práce nie sú koláče,Whukt wxq iktcxf Uxs ikrvx gbx lq dherjx
Všetko najlepšie k narodeninám,Dembsw virtmxeqm s vizwlmvqvgu
Život je krásny Príliš žlťučký kôň úpäl ďábelské ódy Dobrý deň prajem,Dhuns id jqxrmx Oqjkhv ykztpjz jqw woak rxadkrjf pcx Cnaqz cdw oqzidl
V našej záhrade rastú krásne kvety,N fsowb rqzjsvw jsklp cjqkfw cnwlq
V našej záhrade rastú krásne kvety,H zmiqv lktdmpq dmefj wdkezq whqfk
V našej záhrade rastú krásne kvety Dobrý deň prajem Ráno múdrejšie večera,O gtpxc sraktwx ktlmq dkrlgx doxmr Whukt wxq iktcxf Krgh fqwkxcpbx oxjxkt
Dobrý deň prajem,Juhxg jkd vxgpks
V našej záhrade rastú krásne kvety,K cplty onwgpst gphim zgnhct zktin
Slovensko je krásna krajina,Dwzgpydvz up vcjdyl vclutyl
Príliš žlťučký kôň úpäl ďábelské ódy,Xzstqe hticysi szf fxjt agjmtaso ylg
Všetko najlepšie k narodeninám Láska hory prenáša Dobrý deň prajem,Abjypt sfoqjubnj p sfwtijsnsdr Qdxpf mtwd uwjsdbf Itgwf ijc uwfojr
Bez práce nie sú koláče Ráno múdrejšie večera,Loj zbimo xso ch uyviao Bixy whnbotgso foaobk
Ráno múdrejšie večera Život je krásny Príliš žlťučký kôň úpäl ďábelské ódy,Nujk itznafsea ramanw Aerkp fa gnuoju Lnghes vhwqmgw gnt tlxh ouxahogc mzu
Láska hory prenáša V našej záhrade rastú krásne kvety,Vicuk rybi zboxigk F xkgot jirbkno bkcdh ubicxo ufodi
Kde bolo tam bolo,Cvw tgdg lse tgdg
Láska hory prenáša Príliš žlťučký kôň úpäl ďábelské ódy Všetko najlepšie k narodeninám,Qdxpf mtwd uwjsdbf Uwpqnb eqfzvpf pwc cugq xdgjqxpl vid Abjypt sfoqjubnj p sfwtijsnsdr
Život je krásny Dobrý deň prajem Láska hory prenáša,Nrexc sn tahbwh Mxkaj mng yajsnv Uhbtj qxah yanwhfj
Slovensko je krásna krajina Láska hory prenáša,Fybirafxb wr xelfan xenwvan Ylfxn ubel ceraljn
Všetko najlepšie k narodeninám Dobrý deň prajem Príliš žlťučký kôň úpäl ďábelské ódy,Cdlarv uhqslwdpl r uhyvklupuft Kviyh kle wyhqlt Wyrspd gshbxrh rye ewis zfilszrn xkf
Kde bolo tam bolo Láska hory prenáša Príliš žlťučký kôň úpäl ďábelské ódy,Vop mzwz elx mzwz Wjdvl szcj acpyjhl Acvwth kwlfbvl vci iamw djmpwdvr boj
Slovensko je krásna krajina Dobrý deň prajem,Jcfmvejbf av bipjer birazer Ufsir uvo giravd
Život je krásny Dobrý deň prajem,Osfyd to ubicxi Nylbk noh zbktow
Kde bolo tam bolo Príliš žlťučký kôň úpäl ďábelské ódy Život je krásny,Cvw tgdg lse tgdg Hjcdao rdsmics cjp phtd kqtwdkcy ivq Wangl bw cjqkfq
Láska hory prenáša Život je krásny,Pcwoe lsvc tvircae Imzsx ni ovcwrc
Kde bolo tam bolo Láska hory prenáša Bez práce nie sú koláče,Ibc zmjm ryk zmjm Jwqiy fmpw npclwuy Zcx npwac lgc qv imjwoc
Príliš žlťučký kôň úpäl ďábelské ódy,Uwpqnb eqfzvpf pwc cugq xdgjqxpl vid
Bez práce nie sú koláče,Orm celpr avr fk xbyldr
Kde bolo tam bolo Dobrý deň prajem,Ohi fsps xeq fsps Hsfve hib tveniq
Kde bolo tam bolo Ráno múdrejšie večera Život je krásny,Exy vifi nug vifi Lshi grxlydqcy pykylu Ycpin dy elsmhs
Príliš žlťučký kôň úpäl ďábelské ódy Dobrý deň prajem Bez práce nie sú koláče,Uwpqnb eqfzvpf pwc cugq xdgjqxpl vid Itgwf ijc uwfojr Gje uwdhj snj xc ptqdvj
Láska hory prenáša Život je krásny Príliš žlťučký kôň úpäl ďábelské ódy,Anhzp wdgn egtcnlp Txkdi yt zgnhcn Egzaxl oapjfzp zgm meqa hnqtahzv fsn
Ráno múdrejšie večera Láska hory prenáša,Fmbc alrfsxkws jsesfo Zmgyo vcfm dfsbmko
Slovensko je krásna krajina,Ngjqzinfj ez fmtniv fmvediv
Dobrý deň prajem Slovensko je krásna krajina,Qboen qrk cenwrz Fybirafxb wr xelfan xenwvan
Kde bolo tam bolo Život je krásny V našej záhrade rastú krásne kvety,Xqr obyb gnz obyb Rvibg wr xelfal I anjrw mluenqr enfgk xelfar xirgl
V našej záhrade rastú krásne kvety Všetko najlepšie k narodeninám,W obxfk azisbef sbtuy lsztof lwfuz Wxfulp obkmfqxjf l obspefojozn
Všetko najlepšie k narodeninám,Hiqfwa zmvxqbiuq w zmdapqzuzky
Slovensko je krásna krajina,Dwzgpydvz up vcjdyl vclutyl
V našej záhrade rastú krásne kvety Ráno múdrejšie večera,N fsowb rqzjsvw jsklp cjqkfw cnwlq Jqfg epvjwboaw nwiwjs
Príliš žlťučký kôň úpäl ďábelské ódy Život je krásny,Bdwxui lxmgcwm wdj jbnx eknqxews cpk Quhaf vq wdkezk
Dobrý deň prajem,Kviyh kle wyhqlt
Ráno múdrejšie večera,Wdst rciwjobnj ajvjwf
Príliš žlťučký kôň úpäl ďábelské ódy,Qslmjx ambvrlb lsy yqcm tzcfmtlh rez
Ráno múdrejšie večera,Bixy whnbotgso foaobk
Kde bolo tam bolo Ráno múdrejšie večera,Qjk huru zgs huru Xetu sdjxkpcok bkwkxg
Dobrý deň prajem Všetko najlepšie k narodeninám Slovensko je krásna krajina,Sdqgp stm egpytb Kltizd cpyatelxt z cpgdstcxcnb Hadktchzd yt zgnhcp zgpyxcp
Láska hory prenáša,Fsmeu bils jlyhsqu
Láska hory prenáša,Fsmeu bils jlyhsqu
Slovensko je krásna krajina Láska hory prenáša Dobrý deň prajem,Gzcjsbgyc xs yfmgbo yfoxwbo Zmgyo vcfm dfsbmko Rcpfo rsl dfoxsa
Bez práce nie sú koláče Všetko najlepšie k narodeninám,Psn dfmqs bws gl yczmes Jkshyc boxzsdkws y bofcrsbwbma
Láska hory prenáša,Zmgyo vcfm dfsbmko
Ráno múdrejšie večera Kde bolo tam bolo Dobrý deň prajem,Yfuv tekylqdpl clxlyh Rkl ivsv aht ivsv Kviyh kle wyhqlt
V našej záhrade rastú krásne kvety Slovensko je krásna krajina,M ernva qpyiruv irjko bipjev bmvkp Jcfmvejbf av bipjer birazer
Dobrý deň prajem,Kviyh kle wyhqlt
Kde bolo tam bolo Všetko najlepšie k narodeninám,Atu rebe jqc rebe Lmujae dqzbufmyu a dqhetudydoc
Ráno múdrejšie večera Bez práce nie sú koláče,Xetu sdjxkpcok bkwkxg Hkf vxeik tok yd qurewk
Slovensko je krásna krajina Ráno múdrejšie večera Láska hory prenáša,Lehoxgldh cx dkrlgt dktcbgt Krgh fqwkxcpbx oxjxkt Erldt ahkr ikxgrpt
V našej záhrade rastú krásne kvety Bez práce nie sú koláče,P huqyd tsbluxy lumnr elsmhy epyns Vyt jlswy hcy mr eifsky
V našej záhrade rastú krásne kvety,D viemr hgpzilm ziabf szgavm sdmbg
Dobrý deň prajem Slovensko je krásna krajina,Yjwmv yzs kmvezh Ngjqzinfj ez fmtniv fmvediv
Kde bolo tam bolo Ráno múdrejšie večera,Rkl ivsv aht ivsv Yfuv tekylqdpl clxlyh
Ráno múdrejšie večera,Szop nyesfkxjf wfrfsb
Slovensko je krásna krajina Ráno múdrejšie večera,Fybirafxb wr xelfan xenwvan Elab zkqerwjvr irdren
Slovensko je krásna krajina Láska hory prenáša Príliš žlťučký kôň úpäl ďábelské ódy,Qjmtclqim hc ipwqly ipyhgly Jwqiy fmpw npclwuy Npijgu xjysoiy ipv vnzj qwzcjqie obw
Život je krásny Dobrý deň prajem Všetko najlepšie k narodeninám,Ptgze up vcjdyj Ozmcl opi aclupx Ghpevz yluwpahtp v ylczopytyjx
Všetko najlepšie k narodeninám,Tucrim lyhjcnugc i lypmbclglwk
Dobrý deň prajem Slovensko je krásna krajina,Zkxnw zat lnwfai Ohkrajogk fa gnuojw gnwfejw
Bez práce nie sú koláče V našej záhrade rastú krásne kvety,Cfa qszdf ojf ty lpmzrf W obxfk azisbef sbtuy lsztof lwfuz
Dobrý deň prajem Bez práce nie sú koláče Ráno múdrejšie večera,Alyox abu moxgbj Ybw movzb kfb pu hlivnb Ovkl juaobgtfb sbnbox
Príliš žlťučký kôň úpäl ďábelské ódy,Npijgu xjysoiy ipv vnzj qwzcjqie obw
Kde bolo tam bolo,Exy vifi nug vifi
Láska hory prenáša V našej záhrade rastú krásne kvety Ráno múdrejšie večera,Tgasi pwzg xzmvgei D viemr hgpzilm ziabf szgavm sdmbg Zgvw uflzmreqm dmymzi
Slovensko je krásna krajina V našej záhrade rastú krásne kvety Príliš žlťučký kôň úpäl ďábelské ódy,Buxenwbtx sn tahbwj tajsrwj E wjfns ihqajmn ajbcg tahbwn tench Yaturf iujdztj tag gyku bhknubtp zmh
Príliš žlťučký kôň úpäl ďábelské ódy Život je krásny,Gibczn qcrlhbr bio ogsc jpsvcjbx hup Vzmfk av bipjep
Slovensko je krásna krajina,Rknudmrjn id jqxrmz jqzihmz
Dobrý deň prajem,Sdqgp stm egpytb
Príliš žlťučký kôň úpäl ďábelské ódy,Hjcdao rdsmics cjp phtd kqtwdkcy ivq
Bez práce nie sú koláče,Ilg wyfjl upl ze rvsfxl
Láska hory prenáša Ráno múdrejšie večera,Zmgyo vcfm dfsbmko Fmbc alrfsxkws jsesfo
Slovensko je krásna krajina,Fybirafxb wr xelfan xenwvan
V našej záhrade rastú krásne kvety Láska hory prenáša,M ernva qpyiruv irjko bipjev bmvkp Cpjbr yfip givepnr
Všetko najlepšie k narodeninám Láska hory prenáša,Cdlarv uhqslwdpl r uhyvklupuft Sfzrh ovyf wylufdh
Slovensko je krásna krajina,Tmpwfotlp kf lsztob lsbkjob
Príliš žlťučký kôň úpäl ďábelské ódy,Xzstqe hticysi szf fxjt agjmtaso ylg
Kde bolo tam bolo,Atu rebe jqc rebe
